latitude,longitude,elevation,slope,rainfall_24h,rainfall_72h,rainfall_intensity,soil_moisture,satellite_indicator,historical_landslide_occurrence,latent_risk_score,risk_level,risk_category,region_state
27.10497,93.605,889.1,27.64,0.09,3.72,0.01,32.84,18.18,56.1,12.14,0,low,Arunachal Pradesh
24.96,93.94425,777.9,45.19,44.3,136.0,4.3,46.41,44.46,96.38,45.17,1,moderate,Manipur
30.74526,78.97935,3447.8,59.76,49.29,112.22,7.37,53.4,53.48,96.43,59.41,1,moderate,Uttarakhand
11.64258,76.11676,779.5,36.93,141.62,358.22,16.12,80.88,78.37,84.82,81.96,3,critical,Kerala
25.25863,91.75709,1584.4,54.98,144.6,316.46,15.9,94.45,63.8,82.86,94.81,3,critical,Meghalaya
23.37656,93.34755,1673.4,33.51,32.75,71.96,3.38,54.26,70.0,67.84,42.69,1,moderate,Mizoram
25.29659,91.67012,1662.7,48.93,46.01,126.54,4.59,56.99,56.45,100.0,59.92,1,moderate,Meghalaya
30.72659,79.14182,3396.2,49.86,170.32,513.8,54.97,82.0,90.71,88.69,100.0,3,critical,Uttarakhand
26.99751,88.42823,2191.4,42.99,38.12,85.29,5.29,36.05,50.7,61.64,37.47,0,low,West Bengal
25.60562,91.93538,2104.1,51.75,9.71,32.28,0.54,26.44,14.24,100.0,33.23,0,low,Meghalaya
23.64212,93.29362,1530.6,47.51,117.79,227.24,24.83,71.62,69.78,75.98,82.29,3,critical,Mizoram
24.842,94.04232,1114.6,31.93,36.66,37.05,2.65,37.43,23.99,78.94,22.61,0,low,Manipur
25.55334,94.07807,1378.6,42.15,27.01,114.92,3.52,40.77,46.0,92.85,44.3,1,moderate,Nagaland
23.45923,93.27131,1740.7,41.72,123.32,328.77,18.8,79.29,68.0,76.91,76.37,2,high,Mizoram
30.69465,79.17868,3728.8,58.67,91.91,284.54,13.87,67.89,87.39,91.97,87.73,3,critical,Uttarakhand
25.6562,94.07605,1330.7,39.82,22.01,36.53,1.15,28.04,23.53,99.35,33.39,0,low,Nagaland
27.25917,88.54819,1346.8,53.36,84.35,304.58,16.3,81.5,77.73,87.71,81.36,3,critical,Sikkim
27.21214,88.63816,1473.5,57.03,11.45,16.14,0.53,19.49,22.47,84.02,29.36,0,low,Sikkim
30.64134,78.99921,3614.3,59.91,138.3,289.5,27.96,89.61,83.75,89.17,100.0,3,critical,Uttarakhand
25.34291,91.73846,1619.6,41.23,125.99,382.37,13.42,86.48,58.45,96.35,84.4,3,critical,Meghalaya
26.17777,91.74114,142.6,28.85,78.88,128.53,5.83,56.77,30.0,66.54,44.86,1,moderate,Assam
30.78079,79.06104,3393.0,45.87,94.09,234.62,21.98,71.91,76.86,85.07,70.94,2,high,Uttarakhand
25.54699,91.81153,1997.8,32.06,139.37,336.27,21.54,70.54,67.26,77.44,77.87,2,high,Meghalaya
27.22959,88.49272,1650.0,66.33,136.9,288.98,23.81,76.39,55.0,100.0,99.49,3,critical,Sikkim
27.29571,88.6955,1594.2,64.52,39.09,109.32,3.82,67.85,52.59,93.39,65.85,2,high,Sikkim
25.58882,91.90798,2017.6,40.54,52.4,105.31,3.71,48.45,60.89,99.65,49.8,1,moderate,Meghalaya
25.28159,91.73191,1377.3,60.51,9.08,48.59,0.39,45.32,27.94,85.45,39.5,0,low,Meghalaya
25.27847,91.77675,1726.5,35.49,4.35,38.03,0.19,31.04,23.49,100.0,31.49,0,low,Meghalaya
25.6576,94.08691,1209.5,37.3,270.15,630.67,112.81,94.28,83.87,77.46,100.0,3,critical,Nagaland
30.8121,79.05608,3559.0,60.79,5.56,12.67,0.32,17.64,43.71,95.15,40.21,1,moderate,Uttarakhand
26.95343,88.18883,2091.2,33.27,26.42,34.8,1.96,43.73,32.38,62.26,25.79,0,low,West Bengal
11.6824,76.07602,813.4,52.5,149.73,353.79,20.99,88.62,80.41,89.79,100.0,3,critical,Kerala
31.07689,77.14322,2334.8,50.75,68.11,119.6,5.45,58.32,56.03,89.95,64.27,2,high,Himachal Pradesh
25.2843,91.82834,1520.5,41.2,48.97,116.55,3.74,59.53,62.18,100.0,55.56,1,moderate,Meghalaya
23.4159,93.46018,1895.6,39.8,41.91,91.85,4.23,43.08,68.83,53.16,38.63,0,low,Mizoram
31.03905,77.09654,2358.4,60.26,168.08,331.6,17.87,89.36,62.58,94.26,100.0,3,critical,Himachal Pradesh
27.08369,88.26789,2048.2,49.75,5.36,41.39,0.3,20.82,15.38,79.24,31.88,0,low,West Bengal
25.29571,91.76375,1672.1,51.63,59.46,140.4,4.36,61.84,47.02,90.05,63.17,2,high,Meghalaya
26.21629,91.68263,171.9,35.55,116.24,354.23,20.88,79.9,73.01,82.31,79.19,2,high,Assam
30.61726,78.97817,3809.0,68.17,44.65,93.58,3.43,61.49,61.49,94.87,66.45,2,high,Uttarakhand
25.60123,91.98822,1997.8,39.96,117.51,269.47,12.69,83.46,80.04,71.36,75.49,2,high,Meghalaya
31.10496,77.21825,2343.0,51.44,153.51,572.35,64.61,94.24,79.76,97.67,100.0,3,critical,Himachal Pradesh
25.21662,91.67136,1594.4,51.4,103.82,259.92,14.99,95.0,80.23,79.64,83.31,3,critical,Meghalaya
24.84704,93.91412,846.4,47.83,10.82,30.53,0.6,23.09,27.66,83.39,35.99,0,low,Manipur
27.45165,88.58896,1723.1,58.34,124.34,334.55,12.82,75.18,90.0,100.0,92.33,3,critical,Sikkim
25.62154,93.96205,1458.3,48.31,2.97,7.41,0.16,40.88,32.25,72.63,31.87,0,low,Nagaland
27.24469,88.60464,1691.6,49.92,144.62,272.56,22.01,83.42,78.58,92.1,96.89,3,critical,Sikkim
23.38767,93.32944,1516.9,39.79,50.85,93.43,6.12,38.91,41.03,77.61,39.28,0,low,Mizoram
25.38693,91.7928,2095.5,20.08,52.82,115.65,5.63,70.98,62.75,94.5,50.91,1,moderate,Meghalaya
27.36626,88.57014,2053.5,47.45,31.88,103.63,3.87,63.05,36.2,85.52,52.14,1,moderate,Sikkim
11.72495,76.19763,989.9,56.22,116.96,319.03,24.17,72.15,78.03,93.94,95.87,3,critical,Kerala
30.84933,79.01185,3539.1,62.46,11.42,15.73,0.53,47.79,24.48,100.0,50.89,1,moderate,Uttarakhand
24.86256,93.8516,667.4,34.78,137.01,337.25,18.16,92.94,71.66,58.02,87.19,3,critical,Manipur
27.19761,88.24238,1931.9,44.66,12.26,12.97,0.51,29.56,15.67,89.09,32.84,0,low,West Bengal
27.11189,88.36016,1873.9,44.23,129.74,382.27,15.38,80.52,69.71,81.8,89.4,3,critical,West Bengal
25.54452,91.86001,1928.7,51.15,55.69,106.15,5.84,64.73,51.49,86.2,57.25,1,moderate,Meghalaya
27.43583,88.56587,1370.1,45.92,152.9,384.81,57.67,91.82,88.51,100.0,100.0,3,critical,Sikkim
27.14948,93.64391,914.7,42.16,114.33,250.31,20.65,76.0,85.27,48.3,75.91,2,high,Arunachal Pradesh
31.16654,77.21884,2315.6,39.87,5.53,16.79,0.32,30.96,27.45,98.72,26.57,0,low,Himachal Pradesh
11.7573,76.14477,974.7,44.9,215.15,606.47,71.32,87.82,97.29,91.42,100.0,3,critical,Kerala
25.53136,91.86096,2095.2,44.67,110.26,331.17,26.94,82.42,71.38,75.51,87.37,3,critical,Meghalaya
11.63923,76.13692,868.4,44.21,59.93,250.02,10.64,70.34,90.0,85.05,69.92,2,high,Kerala
23.52495,93.38376,1474.1,54.25,11.19,36.25,0.74,24.04,22.86,68.03,32.48,0,low,Mizoram
27.18375,88.73939,1598.6,45.82,1.78,17.14,0.08,44.85,33.69,94.92,30.52,0,low,Sikkim
27.3181,88.64845,1878.1,52.81,45.27,123.59,4.14,63.03,51.47,90.15,61.28,2,high,Sikkim
30.70099,79.25894,3467.9,62.58,3.47,11.65,0.18,16.61,7.81,92.89,39.83,0,low,Uttarakhand
25.54129,91.88146,1883.6,34.6,35.84,38.34,1.72,23.05,23.1,70.96,29.03,0,low,Meghalaya
30.76965,78.99664,3545.3,59.13,43.78,102.29,2.77,64.75,45.78,100.0,60.49,2,high,Uttarakhand
23.52544,93.23185,1543.8,32.39,34.19,96.11,2.95,35.0,31.38,81.88,38.04,0,low,Mizoram
31.18707,77.25366,2317.1,41.82,21.23,54.96,1.92,62.54,66.84,81.83,41.2,1,moderate,Himachal Pradesh
23.41096,93.36831,1803.9,41.7,262.55,524.01,91.81,92.7,88.14,76.47,100.0,3,critical,Mizoram
30.97895,77.10941,1971.6,74.72,12.85,68.92,0.55,37.6,31.18,80.18,52.45,1,moderate,Himachal Pradesh
26.16558,91.71538,167.8,47.5,110.86,280.82,18.65,91.18,81.87,66.17,89.67,3,critical,Assam
27.13373,93.35984,507.8,32.31,23.37,55.86,1.11,16.62,11.55,37.33,16.39,0,low,Arunachal Pradesh
26.27069,91.64669,50.0,27.75,68.12,87.37,6.18,75.0,57.95,71.07,52.51,1,moderate,Assam
26.23844,91.62293,349.9,37.92,150.2,287.79,22.81,74.13,65.02,72.27,82.1,3,critical,Assam
25.2663,91.73913,1439.3,40.58,22.54,95.39,2.2,64.65,37.58,90.48,42.34,1,moderate,Meghalaya
30.76607,79.04043,3596.8,52.42,48.79,98.35,3.51,54.46,48.05,97.37,51.43,1,moderate,Uttarakhand
27.37901,88.60337,1601.9,53.33,270.68,663.27,132.12,82.95,84.69,98.25,100.0,3,critical,Sikkim
25.40816,91.69803,1463.7,55.46,67.18,293.84,14.74,75.42,69.48,80.65,87.36,3,critical,Meghalaya
26.27251,91.88399,127.1,54.38,51.01,105.1,5.13,65.91,70.0,66.81,57.01,1,moderate,Assam
25.96533,94.11139,1457.4,33.67,215.86,482.66,50.53,94.42,75.0,66.28,100.0,3,critical,Nagaland
26.08345,91.7164,50.0,21.01,55.41,129.32,3.96,64.12,62.19,67.54,42.64,1,moderate,Assam
27.30928,88.48505,1579.8,42.83,121.0,351.79,21.49,81.34,78.06,83.66,91.2,3,critical,Sikkim
30.67924,79.06007,3431.7,62.29,28.42,99.53,3.06,63.1,62.57,93.49,55.99,1,moderate,Uttarakhand
27.25874,88.61445,1922.5,62.78,143.87,278.82,22.39,85.18,75.69,96.27,98.14,3,critical,Sikkim
27.05445,88.17216,1795.0,44.77,15.55,66.95,1.36,73.35,64.58,77.85,47.21,1,moderate,West Bengal
24.8185,93.93225,398.0,37.05,41.82,104.84,2.95,50.36,42.44,84.65,38.41,0,low,Manipur
11.66909,76.16666,872.0,57.14,82.98,232.99,12.91,77.21,73.04,83.38,80.12,3,critical,Kerala
25.74791,91.73208,2065.1,51.33,54.07,55.97,4.44,27.96,22.68,92.13,44.77,1,moderate,Meghalaya
26.13911,91.84234,406.2,37.08,233.38,570.56,42.1,86.56,93.09,48.73,100.0,3,critical,Assam
27.18442,88.42411,1998.5,35.78,46.78,91.76,3.7,58.07,46.53,77.69,40.34,1,moderate,West Bengal
11.68411,76.21344,735.6,54.37,5.5,14.2,0.36,14.68,34.49,93.59,35.8,0,low,Kerala
11.70853,76.18878,1004.5,52.93,91.75,204.89,12.05,79.16,76.6,85.99,76.4,2,high,Kerala
23.51766,93.36677,1883.9,47.09,48.45,105.1,7.04,55.65,59.22,82.6,55.06,1,moderate,Mizoram
31.06992,77.19858,2282.4,49.42,51.08,97.15,4.61,52.74,36.11,82.24,51.43,1,moderate,Himachal Pradesh
24.95937,93.76243,636.4,35.39,123.39,256.14,28.02,80.41,84.04,70.99,78.41,2,high,Manipur
31.06321,77.27094,2230.6,49.32,67.21,103.62,5.02,64.98,45.5,86.12,54.81,1,moderate,Himachal Pradesh
27.2677,88.56923,1223.4,40.83,45.45,85.95,2.85,58.33,54.33,94.0,49.03,1,moderate,Sikkim
26.01473,91.75516,50.0,23.75,92.85,253.1,17.19,87.81,71.19,66.69,68.63,2,high,Assam
25.3137,91.73051,1364.5,47.12,0.24,21.41,0.01,26.3,29.49,91.29,30.7,0,low,Meghalaya
27.01326,88.18709,2043.2,35.57,197.71,461.66,61.39,90.18,83.42,79.41,100.0,3,critical,West Bengal
11.86152,76.08453,912.1,48.84,62.47,103.73,4.71,35.0,59.29,92.64,52.12,1,moderate,Kerala
25.6179,91.8939,1845.0,57.19,0.48,17.05,0.02,19.64,28.16,85.7,34.16,0,low,Meghalaya
26.06625,91.80507,50.0,38.4,63.64,127.53,4.78,56.74,50.62,69.43,48.33,1,moderate,Assam
25.55725,91.8418,1894.9,33.07,51.89,106.02,5.61,59.6,53.59,92.9,44.52,1,moderate,Meghalaya
25.49696,91.90732,1972.9,39.69,175.38,528.31,53.79,98.36,81.83,86.46,100.0,3,critical,Meghalaya
27.08655,93.72175,1039.9,17.65,93.16,274.68,14.36,87.23,80.19,64.52,69.66,2,high,Arunachal Pradesh
25.63555,94.19144,1440.7,36.67,13.04,23.08,0.74,22.19,20.78,78.32,21.79,0,low,Nagaland
23.47821,93.30744,1571.4,44.5,61.68,136.97,5.1,41.67,41.83,78.85,52.51,1,moderate,Mizoram
24.80876,93.97176,1125.8,37.39,9.95,30.68,0.43,27.62,27.08,64.32,27.87,0,low,Manipur
23.44211,93.38284,1805.1,41.31,144.37,317.27,16.36,82.2,90.0,80.01,83.7,3,critical,Mizoram
25.11988,91.77958,1334.7,38.48,42.23,137.47,3.36,51.61,56.52,87.01,43.84,1,moderate,Meghalaya
30.7883,79.06607,3593.6,63.6,43.06,120.39,3.08,40.55,47.66,90.21,57.64,1,moderate,Uttarakhand
26.16951,91.73505,50.0,38.19,120.97,301.0,22.36,79.5,62.86,84.85,83.38,3,critical,Assam
26.98019,88.36481,1954.3,53.88,0.45,10.86,0.02,22.54,19.94,98.12,33.33,0,low,West Bengal
30.61336,78.9501,3678.6,61.92,1.51,21.05,0.07,37.0,24.21,79.44,43.35,1,moderate,Uttarakhand
11.7159,76.09318,1184.2,54.03,148.19,518.12,34.08,97.34,91.2,86.61,100.0,3,critical,Kerala
24.69295,93.96456,592.8,32.3,20.39,94.1,1.51,65.44,48.32,72.92,40.54,1,moderate,Manipur
30.74589,79.15717,3585.3,62.19,111.25,335.78,27.44,77.34,81.25,97.93,100.0,3,critical,Uttarakhand
30.72539,79.12301,3697.9,49.01,177.32,488.92,30.49,85.46,93.18,79.52,100.0,3,critical,Uttarakhand
25.23428,91.79851,1462.1,38.03,50.78,115.4,3.19,45.29,50.58,93.39,41.87,1,moderate,Meghalaya
30.63738,79.07461,3703.7,72.52,18.73,22.49,0.89,38.47,27.06,91.35,52.59,1,moderate,Uttarakhand
23.67082,93.19425,1888.5,40.25,31.2,41.28,2.26,32.7,12.11,69.33,32.26,0,low,Mizoram
26.20968,91.53944,83.2,26.18,0.6,10.56,0.03,25.82,9.83,71.15,14.77,0,low,Assam
27.26343,88.5232,1479.7,55.24,6.33,68.43,0.45,61.96,35.21,84.84,41.57,1,moderate,Sikkim
25.5741,94.1375,1338.9,39.28,11.84,44.82,0.95,50.0,39.11,89.17,31.81,0,low,Nagaland
27.44828,88.52627,1697.6,53.24,3.19,8.49,0.17,43.76,23.11,91.81,37.7,0,low,Sikkim
31.0884,77.07985,2239.6,40.3,99.65,359.66,10.81,77.2,67.04,97.13,80.8,3,critical,Himachal Pradesh
26.9943,88.28879,1942.1,48.94,164.11,567.91,38.87,94.26,96.96,71.46,100.0,3,critical,West Bengal
27.33103,88.58542,1652.5,54.84,209.7,654.86,50.46,98.69,83.4,94.27,100.0,3,critical,Sikkim
27.13855,93.63709,659.3,33.85,53.27,129.4,6.86,56.86,44.79,62.44,45.38,1,moderate,Arunachal Pradesh
26.10979,91.81489,191.3,43.06,222.61,551.01,49.63,90.35,77.16,57.19,100.0,3,critical,Assam
23.47859,93.29466,1484.4,56.34,2.63,13.41,0.16,28.96,31.24,81.27,36.86,0,low,Mizoram
30.6897,79.10891,3438.7,75.0,117.89,274.86,18.13,77.17,56.67,91.16,100.0,3,critical,Uttarakhand
27.11489,93.78889,674.1,46.26,84.85,168.41,6.61,54.81,67.0,58.0,55.01,1,moderate,Arunachal Pradesh
25.57293,91.79469,2129.1,48.44,220.4,570.94,68.56,97.77,86.11,92.81,100.0,3,critical,Meghalaya
26.99651,88.3425,1967.0,52.69,128.61,288.62,31.04,65.0,83.08,67.8,86.84,3,critical,West Bengal
27.14251,93.70096,888.5,47.4,3.21,4.68,0.15,32.05,32.06,62.71,29.01,0,low,Arunachal Pradesh
25.54577,91.92906,1789.5,42.7,187.69,545.16,81.08,86.49,80.07,86.86,100.0,3,critical,Meghalaya
23.40181,93.33988,1964.7,56.14,255.07,664.64,78.77,84.35,91.47,73.95,100.0,3,critical,Mizoram
27.08554,93.5584,930.0,29.02,5.42,19.91,0.25,34.68,18.82,65.16,22.44,0,low,Arunachal Pradesh
27.06589,93.53754,720.8,43.8,138.31,315.48,16.86,76.01,78.03,57.87,84.37,3,critical,Arunachal Pradesh
24.75247,93.96498,586.8,39.57,11.55,21.82,0.88,20.53,32.77,91.99,27.77,0,low,Manipur
23.52523,93.37208,1710.2,57.74,60.03,142.19,6.58,58.67,47.47,82.61,62.14,2,high,Mizoram
31.07884,77.17669,2339.5,57.81,3.25,11.6,0.17,34.83,20.87,83.15,38.58,0,low,Himachal Pradesh
31.17441,77.14003,2473.7,55.72,76.26,230.25,14.41,91.22,83.53,81.36,88.47,3,critical,Himachal Pradesh
27.33623,88.73353,1707.8,30.34,154.75,463.29,52.07,90.11,83.36,91.1,100.0,3,critical,Sikkim
31.03111,77.25013,2206.7,51.03,125.71,326.84,21.69,78.52,76.1,88.63,87.42,3,critical,Himachal Pradesh
30.77634,78.95384,3424.5,54.4,59.73,131.81,7.56,54.93,45.84,100.0,57.16,1,moderate,Uttarakhand
25.41926,91.76791,1251.3,53.25,56.81,132.21,3.92,70.22,58.22,84.2,67.58,2,high,Meghalaya
24.71512,93.92335,731.6,32.41,49.41,96.45,2.67,27.19,27.31,89.13,35.44,0,low,Manipur
27.04824,88.27627,1939.2,37.21,10.69,46.24,0.66,44.93,37.13,80.87,38.36,0,low,West Bengal
31.11178,77.26609,2474.3,43.63,8.74,25.74,0.65,32.82,21.92,92.64,32.26,0,low,Himachal Pradesh
25.71772,93.95933,1249.3,60.61,15.6,58.61,1.01,52.65,32.08,67.95,44.8,1,moderate,Nagaland
31.19703,77.12483,2240.4,57.25,44.82,83.68,3.03,57.83,53.12,79.74,53.71,1,moderate,Himachal Pradesh
25.93776,91.66326,74.5,38.68,90.54,312.69,9.15,86.62,78.39,56.8,74.47,2,high,Assam
31.24227,77.30977,2401.3,46.21,55.82,104.84,5.96,46.91,52.48,86.62,52.57,1,moderate,Himachal Pradesh
26.14477,91.58486,56.0,37.49,137.67,296.94,19.39,82.73,56.48,74.1,78.7,2,high,Assam
27.06641,93.76899,764.3,50.11,35.54,95.13,3.82,49.02,70.0,43.41,46.68,1,moderate,Arunachal Pradesh
25.30266,91.59379,1584.4,51.78,59.74,99.67,3.94,61.12,31.59,94.05,51.84,1,moderate,Meghalaya
27.2157,93.67584,665.4,30.33,47.21,194.35,5.96,77.86,62.98,64.38,56.8,1,moderate,Arunachal Pradesh
30.69483,79.11347,3617.6,46.65,5.42,18.98,0.28,35.22,35.19,73.59,32.87,0,low,Uttarakhand
31.20364,77.23733,2561.9,57.02,184.27,441.27,41.14,91.78,81.54,97.99,100.0,3,critical,Himachal Pradesh
25.63654,93.97359,1735.4,26.92,46.6,111.8,4.71,48.92,38.81,74.4,31.43,0,low,Nagaland
31.22253,77.18486,2152.6,38.73,184.75,526.08,37.58,91.11,93.02,90.98,100.0,3,critical,Himachal Pradesh
23.42155,93.35659,1709.1,38.64,97.43,261.63,19.28,77.94,79.47,72.34,76.8,2,high,Mizoram
25.59822,94.06594,1399.7,49.07,88.9,247.46,14.54,84.08,76.16,86.32,76.51,2,high,Nagaland
27.44938,88.58971,1477.7,50.02,51.61,84.73,4.92,51.96,52.04,83.22,47.67,1,moderate,Sikkim
11.72063,76.09198,917.5,47.3,31.31,43.53,1.8,38.94,41.59,89.14,40.66,1,moderate,Kerala
26.15648,91.86953,392.2,30.22,50.32,112.96,4.12,35.0,60.0,78.46,38.23,0,low,Assam
26.99585,88.25546,2298.9,45.54,0.12,18.97,0.01,28.27,17.61,78.02,30.81,0,low,West Bengal
26.07793,91.8128,120.1,37.72,220.88,549.98,61.65,85.55,98.0,65.63,100.0,3,critical,Assam
26.97988,88.2123,2202.5,54.43,1.68,24.41,0.1,34.26,30.86,100.0,34.86,0,low,West Bengal
25.39027,91.80019,1396.9,48.22,4.32,4.82,0.33,10.0,16.99,93.67,27.68,0,low,Meghalaya
27.12154,93.59455,686.9,24.74,1.14,15.1,0.05,41.46,22.64,55.62,21.86,0,low,Arunachal Pradesh
11.61419,76.19436,802.9,47.99,33.7,104.34,3.34,55.08,41.65,93.45,50.34,1,moderate,Kerala
27.26675,88.63829,1759.9,47.91,26.17,44.33,1.54,39.1,13.92,89.7,43.82,1,moderate,Sikkim
23.5145,93.39124,1636.9,32.49,128.59,336.23,17.37,82.71,90.0,62.3,83.66,3,critical,Mizoram
27.23059,88.65226,1601.6,57.66,39.21,114.72,3.45,56.05,44.1,99.14,57.91,1,moderate,Sikkim
27.12229,93.53586,694.5,27.58,1.09,15.21,0.06,14.25,17.65,67.28,15.56,0,low,Arunachal Pradesh
24.79619,93.99691,591.2,42.43,110.96,298.44,17.68,81.53,80.61,83.19,86.52,3,critical,Manipur
11.85519,76.13469,1072.9,54.22,264.64,642.13,58.92,99.0,84.31,93.38,100.0,3,critical,Kerala
31.13772,77.30982,2479.9,47.3,77.53,192.55,8.54,94.24,75.44,81.61,79.35,2,high,Himachal Pradesh
11.77105,76.12556,866.7,37.6,120.33,278.07,18.55,71.69,69.22,88.85,76.77,2,high,Kerala
25.55638,91.90273,2173.2,35.01,38.21,105.64,2.72,44.43,56.44,84.11,41.49,1,moderate,Meghalaya
26.18442,91.83602,239.8,36.45,5.11,23.82,0.41,27.38,13.11,57.96,23.68,0,low,Assam
25.19045,91.74996,1252.5,45.98,7.06,32.34,0.3,37.97,30.16,100.0,35.98,0,low,Meghalaya
27.11706,93.65582,742.7,42.11,23.91,40.44,1.23,10.0,29.01,70.94,26.24,0,low,Arunachal Pradesh
23.42571,93.24696,1836.5,58.83,237.6,654.98,43.66,95.97,91.49,74.47,100.0,3,critical,Mizoram
25.16013,91.77159,1710.3,51.36,45.13,130.86,5.86,47.68,34.37,94.21,49.31,1,moderate,Meghalaya
30.7865,79.2626,3706.2,63.2,11.16,14.74,0.82,34.9,33.45,100.0,42.03,1,moderate,Uttarakhand
11.6999,76.08613,999.6,46.58,105.56,235.14,11.78,81.66,63.2,83.08,75.71,2,high,Kerala
25.55158,94.09956,1574.4,31.16,26.76,67.39,3.79,54.31,63.93,77.48,37.82,0,low,Nagaland
23.40706,93.32657,1651.2,52.2,78.84,287.81,14.63,91.61,83.96,81.21,82.51,3,critical,Mizoram
27.10701,93.68344,940.1,35.19,0.13,14.95,0.01,50.0,30.82,41.93,29.54,0,low,Arunachal Pradesh
26.21202,91.61205,497.0,44.53,95.15,323.22,17.92,82.21,62.08,70.01,78.54,2,high,Assam
26.18889,91.63937,50.0,35.5,161.55,461.74,28.56,97.21,97.0,56.43,97.65,3,critical,Assam
27.13108,93.58056,482.4,28.58,27.25,46.42,1.16,13.96,27.83,49.62,22.65,0,low,Arunachal Pradesh
25.47471,91.7536,2006.3,37.62,3.92,10.02,0.32,30.35,33.72,99.95,27.11,0,low,Meghalaya
24.80368,93.8766,695.7,54.24,0.33,35.39,0.02,35.77,33.58,86.98,40.18,1,moderate,Manipur
25.5173,91.96524,2114.3,43.69,14.92,23.44,1.04,39.61,37.12,82.28,37.79,0,low,Meghalaya
24.81318,93.98648,606.6,40.14,157.27,316.46,28.4,87.57,80.05,86.24,98.05,3,critical,Manipur
25.53239,91.84336,1914.4,29.62,44.39,112.36,6.0,57.94,48.37,87.11,41.77,1,moderate,Meghalaya
27.39878,88.52227,1778.4,48.2,35.85,108.66,4.26,46.35,56.4,82.49,53.43,1,moderate,Sikkim
25.57645,91.80654,2098.3,51.49,37.64,132.85,3.61,53.49,37.33,77.09,48.25,1,moderate,Meghalaya
27.1737,93.67362,812.1,24.64,8.81,32.54,0.39,21.76,9.51,49.35,12.98,0,low,Arunachal Pradesh
11.59868,76.10984,1183.0,57.56,89.67,342.55,18.82,86.64,70.45,80.31,96.8,3,critical,Kerala
30.76216,79.0646,3759.6,51.82,13.8,39.8,0.8,34.48,28.63,69.38,40.67,1,moderate,Uttarakhand
25.26795,91.58847,1325.8,44.73,124.57,279.52,22.02,80.12,71.72,87.81,84.84,3,critical,Meghalaya
26.10107,91.66711,50.0,20.54,4.67,33.7,0.26,38.74,25.03,59.79,22.07,0,low,Assam
11.57938,76.25047,1128.9,47.04,31.38,53.77,2.2,68.0,52.85,88.76,39.54,0,low,Kerala
23.45602,93.30484,1691.8,43.96,16.49,93.49,1.53,42.63,44.39,64.34,38.51,0,low,Mizoram
26.96324,93.52272,681.2,28.19,66.22,119.55,10.3,50.74,49.92,57.67,42.18,1,moderate,Arunachal Pradesh
30.73148,79.11744,3591.6,54.49,32.87,122.35,2.19,50.34,44.27,100.0,51.0,1,moderate,Uttarakhand
27.22455,88.65879,1706.7,66.03,21.47,33.82,1.11,27.69,26.36,99.74,48.6,1,moderate,Sikkim
27.07681,88.27653,2147.9,58.38,71.14,129.31,6.41,49.13,45.45,85.41,60.11,2,high,West Bengal
25.65596,93.93225,1295.3,39.01,144.61,344.76,16.64,84.43,55.0,73.45,83.87,3,critical,Nagaland
30.78419,79.0742,3643.6,46.35,49.43,121.2,3.28,48.64,47.57,98.66,49.8,1,moderate,Uttarakhand
25.22788,91.68811,1315.4,55.01,54.67,128.34,3.57,54.36,44.3,86.32,53.3,1,moderate,Meghalaya
11.78939,76.1153,873.0,55.85,10.87,27.17,0.62,31.0,5.0,98.25,36.1,0,low,Kerala
27.37722,88.60182,1456.6,57.88,120.65,352.87,24.36,68.22,66.6,80.24,90.04,3,critical,Sikkim
25.33953,91.69356,1296.6,55.64,286.27,540.97,123.62,85.6,76.52,99.01,100.0,3,critical,Meghalaya
25.18692,91.5995,1244.4,48.88,129.4,302.52,23.07,78.64,63.46,100.0,83.78,3,critical,Meghalaya
25.51075,91.91034,2039.2,52.7,129.19,303.1,13.21,74.87,56.96,84.34,85.07,3,critical,Meghalaya
26.96828,88.10395,2270.2,38.76,43.41,111.61,6.67,57.7,52.57,78.48,49.21,1,moderate,West Bengal
25.11239,91.80141,1248.3,53.85,0.4,0.95,0.03,20.46,21.74,92.11,34.82,0,low,Meghalaya
24.76211,93.89577,857.3,38.45,179.36,328.55,24.23,73.78,68.21,77.35,89.91,3,critical,Manipur
27.16704,88.10734,2072.1,45.72,129.73,309.91,18.12,73.9,78.59,75.51,85.37,3,critical,West Bengal
25.61798,93.97133,1281.0,42.43,5.98,14.19,0.44,25.25,27.85,59.01,22.9,0,low,Nagaland
26.0413,91.75019,170.9,27.07,17.45,68.82,1.12,75.0,62.9,65.41,37.72,0,low,Assam
26.13403,91.68098,195.5,32.59,32.23,87.64,2.59,58.76,67.34,68.51,45.11,1,moderate,Assam
26.15783,91.77127,50.0,27.47,206.44,617.26,35.33,87.68,98.0,89.66,100.0,3,critical,Assam
11.64619,76.09982,844.3,38.71,48.32,144.45,4.2,65.88,54.68,86.02,55.74,1,moderate,Kerala
31.19562,77.16104,2318.1,55.92,51.51,110.77,3.56,55.05,64.02,84.31,55.22,1,moderate,Himachal Pradesh
27.20479,93.70274,604.7,29.08,8.11,42.54,0.52,17.91,24.76,71.25,23.0,0,low,Arunachal Pradesh
27.23917,88.58906,1938.7,49.53,5.36,28.5,0.32,44.32,25.57,88.74,43.14,1,moderate,Sikkim
25.75914,94.13215,1490.7,55.32,229.45,580.58,53.28,85.03,81.5,83.35,100.0,3,critical,Nagaland
